ComputerName,EventCode,EventType,Image,Keywords,LogName,Message,OpCode,ProcessGuid,ProcessId,RecordNumber,RuleName,Sid,SidType,SourceName,TargetObject,TaskCategory,Type,User,UtcTime,"_raw","_time",eventtype,host,index,linecount,punct,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype"
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:11:01.407
ProcessGuid: {27E0225F-68D5-5D1A-0000-001042E72A00}
ProcessId: 288
Image: C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe
TargetObject: HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates",Info,"{27E0225F-68D5-5D1A-0000-001042E72A00}",288,339824,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 20:11:01.407","07/01/2019 10:11:01 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=339824
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:11:01.407
ProcessGuid: {27E0225F-68D5-5D1A-0000-001042E72A00}
ProcessId: 288
Image: C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe
TargetObject: HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates","2019-07-01T22:11:01.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:11:01.189
ProcessGuid: {27E0225F-68D5-5D1A-0000-001042E72A00}
ProcessId: 288
Image: C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe
TargetObject: HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\Certificates",Info,"{27E0225F-68D5-5D1A-0000-001042E72A00}",288,339815,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 20:11:01.189","07/01/2019 10:11:01 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=339815
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:11:01.189
ProcessGuid: {27E0225F-68D5-5D1A-0000-001042E72A00}
ProcessId: 288
Image: C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe
TargetObject: HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\Certificates","2019-07-01T22:11:01.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:11:01.189
ProcessGuid: {27E0225F-68D5-5D1A-0000-001042E72A00}
ProcessId: 288
Image: C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe
TargetObject: HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates",Info,"{27E0225F-68D5-5D1A-0000-001042E72A00}",288,339814,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 20:11:01.189","07/01/2019 10:11:01 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=339814
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:11:01.189
ProcessGuid: {27E0225F-68D5-5D1A-0000-001042E72A00}
ProcessId: 288
Image: C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe
TargetObject: HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","2019-07-01T22:11:01.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:11:01.189
ProcessGuid: {27E0225F-68D5-5D1A-0000-001042E72A00}
ProcessId: 288
Image: C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe
TargetObject: HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Root\Certificates",Info,"{27E0225F-68D5-5D1A-0000-001042E72A00}",288,339813,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Root\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 20:11:01.189","07/01/2019 10:11:01 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=339813
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:11:01.189
ProcessGuid: {27E0225F-68D5-5D1A-0000-001042E72A00}
ProcessId: 288
Image: C:\Program Files\Common Files\McAfee\Engine\AMCoreUpdater\amupdate.exe
TargetObject: HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Root\Certificates","2019-07-01T22:11:01.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:10:51.048
ProcessGuid: {27E0225F-68CA-5D1A-0000-0010F6582A00}
ProcessId: 5740
Image: C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe
TargetObject: HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates",Info,"{27E0225F-68CA-5D1A-0000-0010F6582A00}",5740,339730,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 20:10:51.048","07/01/2019 10:10:51 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=339730
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:10:51.048
ProcessGuid: {27E0225F-68CA-5D1A-0000-0010F6582A00}
ProcessId: 5740
Image: C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe
TargetObject: HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates","2019-07-01T22:10:51.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:10:51.048
ProcessGuid: {27E0225F-68CA-5D1A-0000-0010F6582A00}
ProcessId: 5740
Image: C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe
TargetObject: HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\Certificates",Info,"{27E0225F-68CA-5D1A-0000-0010F6582A00}",5740,339729,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 20:10:51.048","07/01/2019 10:10:51 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=339729
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:10:51.048
ProcessGuid: {27E0225F-68CA-5D1A-0000-0010F6582A00}
ProcessId: 5740
Image: C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe
TargetObject: HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\Certificates","2019-07-01T22:10:51.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:10:51.032
ProcessGuid: {27E0225F-68CA-5D1A-0000-0010F6582A00}
ProcessId: 5740
Image: C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe
TargetObject: HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates",Info,"{27E0225F-68CA-5D1A-0000-0010F6582A00}",5740,339728,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 20:10:51.032","07/01/2019 10:10:51 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=339728
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:10:51.032
ProcessGuid: {27E0225F-68CA-5D1A-0000-0010F6582A00}
ProcessId: 5740
Image: C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe
TargetObject: HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","2019-07-01T22:10:51.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:10:51.032
ProcessGuid: {27E0225F-68CA-5D1A-0000-0010F6582A00}
ProcessId: 5740
Image: C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe
TargetObject: HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Root\Certificates",Info,"{27E0225F-68CA-5D1A-0000-0010F6582A00}",5740,339727,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Root\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 20:10:51.032","07/01/2019 10:10:51 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=339727
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 20:10:51.032
ProcessGuid: {27E0225F-68CA-5D1A-0000-0010F6582A00}
ProcessId: 5740
Image: C:\Program Files\McAfee\Agent\x86\McScript_InUse.exe
TargetObject: HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Root\Certificates","2019-07-01T22:10:51.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Program Files\McAfee\Agent\x86\McTray.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 19:56:26.126
ProcessGuid: {27E0225F-6567-5D1A-0000-0010DB481400}
ProcessId: 6700
Image: C:\Program Files\McAfee\Agent\x86\McTray.exe
TargetObject: HKU\S-1-5-21-735301703-1408452038-2426828691-1001\Software\Microsoft\SystemCertificates\Root\Certificates",Info,"{27E0225F-6567-5D1A-0000-0010DB481400}",6700,336538,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKU\S-1-5-21-735301703-1408452038-2426828691-1001\Software\Microsoft\SystemCertificates\Root\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 19:56:26.126","07/01/2019 09:56:26 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=336538
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 19:56:26.126
ProcessGuid: {27E0225F-6567-5D1A-0000-0010DB481400}
ProcessId: 6700
Image: C:\Program Files\McAfee\Agent\x86\McTray.exe
TargetObject: HKU\S-1-5-21-735301703-1408452038-2426828691-1001\Software\Microsoft\SystemCertificates\Root\Certificates","2019-07-01T21:56:26.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
"Win10.nebula.local",12,"4
CreateKey","C:\Windows\system32\mfevtps.exe",None,"Microsoft-Windows-Sysmon/Operational","Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 19:56:23.610
ProcessGuid: {27E0225F-6567-5D1A-0000-0010DE441400}
ProcessId: 6720
Image: C:\Windows\system32\mfevtps.exe
TargetObject: HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates",Info,"{27E0225F-6567-5D1A-0000-0010DE441400}",6720,336480,"technique_id=T1130,technique_name=Install Root Certificate","S-1-5-18",0,"Microsoft-Windows-Sysmon","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates","Registry object added or deleted (rule: RegistryEvent)",Information,"NOT_TRANSLATED","2019-07-01 19:56:23.610","07/01/2019 09:56:23 PM
LogName=Microsoft-Windows-Sysmon/Operational
SourceName=Microsoft-Windows-Sysmon
EventCode=12
EventType=4
Type=Information
ComputerName=Win10.nebula.local
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
TaskCategory=Registry object added or deleted (rule: RegistryEvent)
OpCode=Info
RecordNumber=336480
Keywords=None
Message=Registry object added or deleted:
RuleName: technique_id=T1130,technique_name=Install Root Certificate
EventType: CreateKey
UtcTime: 2019-07-01 19:56:23.610
ProcessGuid: {27E0225F-6567-5D1A-0000-0010DE441400}
ProcessId: 6720
Image: C:\Windows\system32\mfevtps.exe
TargetObject: HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Root\Certificates","2019-07-01T21:56:23.000+0200",,Win10,main,22,"//_::_\r=--/\r=--\r=\r=\r=\r=..\r=\r=---\r=\r=_____(:_)\r=\r=\r","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:Microsoft-Windows-Sysmon/Operational","WIN-RCSL2HMR26K",,,
